25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
0,0,0.9048,0,0,0.2619,2.219,0,0,0,0,0,10.1761,11.7142,0.4952,0,0,0.3429,0,0,0,0,0,1.0381,0.9238,0.9095,0.9667
1.3,0,0,4.3952,1.7381,0,2.2476,0,-0.0476,0,0,0,41.4424,66.6707,13.7951,9.9046,14.6617,0.6476,0.119,0,0.5143,0.619,0,3.319,0.9286,2.6238,0
0,3.5428,0,0,0,4.0714,1.9762,0,0,0.7952,0,0,4.6666,6.6571,0.3143,1.1,1.9143,0,0,0,0.8333,0,0,0,1.2428,0,0
0.9143,0,0.2524,0.4762,0,0,2.9476,0.5143,0.7095,0,0,0,8.0809,8.9142,0,0,0,0,0,0,0.3381,0.3381,0,2.2285,1.0952,0.4048,1.0428
0,0,0,0,0.2524,1.0714,2.2952,0,0.5333,0,0,0,6.1428,11.9665,0,2.3285,0.3429,0,0,0,0,0,0,1.7428,0.3333,0,0
0,0,0,1.6666,0.8095,0,10.3427,0.3333,1.0857,0,0,0,14.6951,17.4046,3.7,2.0428,1.9143,1.2809,0,0,0,0,0,0.1048,0.9857,0.8095,2.0857
0,0,0,0.8667,0,0,4.3523,0,0,0,0,0,18.7474,12.6141,0.1857,-0.0333,0,0,0,0,0,0,-0.0238,0,0,0,0
0,0,0,0,0,0.5667,2.5095,1.1809,0,0,0,0.4762,1.4524,14.4665,0.7,0.5905,3.0809,0.7714,2.3143,-0.0381,0.4524,0,0,0,0,0,0
1.4809,0.7571,0,0,0,0,0,0.9905,0,0,2.2238,0,1.519,7.4856,0,-0.0143,0,0,1.1143,0,0,0.6476,0,1.8047,1.1238,0.3524,0
2.6524,0,0,0,1.4619,0,11.357,0,0,0.9762,0,0,9.1285,13.5618,1.8571,0,1.2047,0,0,0.319,0,0.9857,1.0571,0.2238,2.8571,1,0
0,0,0,0,1.0428,0,2.5666,0,0,0,0,0,8.8332,24.6092,1.1476,1.9809,0,0,0,-0.0238,1.0857,0.5286,-0.0333,1.3762,2.8238,0.9571,1.7286
2.5428,3.2809,0,0,1.5238,0,13.076,0,0,0,0.4095,0.6571,29.033,27.7283,7.719,4.6333,4.1952,0.2762,0.5714,-0.019,0.6286,0.4524,1.0095,3.0333,3.9333,1.4905,1.5571
1.1714,0.219,0.519,0,0,0,1.3952,0,0.8476,0.7809,0,0,3.8523,11.757,0.6,0.6286,1.3428,-0.0571,0,1,0,0.6714,-0.0333,0,0,0.1857,0
1.6,0,0,0,0,0,35.1663,0,0,0,0.7857,0,10.4951,38.8234,0.319,0.5381,2.4904,0,0,0,0,0.8714,0,0.4476,0,0.3857,0
0,0,0,0,0,0,0,1.3857,1.7809,0,0.2524,0,5.5618,8.3428,-0.0381,0.3571,1.2095,0,0,0,0.7619,0,0,0,1.7095,0,0.9048
3.2809,0,0,0,1.2809,0,8.7047,0,0.6762,0,0,1.4143,23.4997,39.2281,2.7381,0.2429,1.4476,0,0,0,0,0,0,0,4.2761,1.3047,1.1381
0.919,0,0,0.3333,0,0,0.8476,0,0,0,1.0714,0,2.4285,11.1094,0.5,0,0,0,0,0.7809,0,0,0,2.6285,1.3809,0,0
0,1.9524,1.0524,0,1.7381,0.9095,2.7762,1.719,0,0,0,0,10.5904,6.3999,1.5857,0,1.9762,0,0,0.8095,0,0.2238,0,0,2.0619,0.0333,0
0,1.2047,0,0.6333,0,0,2.3095,0,0.6809,0,0.0143,0.9,3.819,11.538,9.9189,0,0,0.8048,0,0,-0.019,0,0.1286,0,0.219,0.1095,0
0,0,0,2.1095,1.1095,4.7761,0,0,0,0,0,0,21.5045,45.59,5.6095,0.6048,8.319,1.519,5.6428,0,0.5952,1.6571,0,0,0,1.1524,0
0,3.1285,0,1.6905,0.3095,0,12.1189,0.5333,0.5429,0,0,0,18.8188,21.495,6.1285,1.7905,0.7952,0,0,0,0,0.7571,0,0.8952,2.1095,1.0619,0
0,1.4047,0.419,0,0,2.4619,2.7238,0,0,0.6048,0,0,10.5285,10.5856,3.6714,0,0.7333,1.6905,0,0,0,0,0,5.8476,4.419,0.8619,0
0,0,0,0,0,2.3619,14.9855,0,1.4238,0.919,1.1381,0,44.4662,19.2617,0,1.6333,0,1.6286,0,0,0,0.3429,0,0,0,0.5857,0.9143
2.6,1.6571,0,0,0,0,3.6666,0.7286,0,0,0,0,3.0619,13.3189,1.3476,0.0571,2.619,0,0,0,0.8619,0,0,0.181,1.8095,7.3475,0
0,0.8619,0,0,0,0,0,0,0,0,0.2667,0.019,3.4523,9.2332,0,0,0.2048,0,0,0,0,2.2571,0,0.7857,1.1,2.1,0.4619
1.1286,0,0,0,1.7476,0,2.6809,0,0,0,0.8809,0,20.1902,32.9234,0,2.5762,0,0,0.0429,0,0,1.2333,0.6619,0.4,1.6,1.1095,1.2952
1.0143,0.8952,0,-0.0048,1.5809,0.1524,0,0,0,0,0,0,10.3856,14.2713,2.3095,1.7047,1.2095,0,0,1.1809,0,0.5143,1.7762,6.0618,3.7428,0,0
0,0.3095,0,0.7524,0,0,1.6381,0,0,0,0,0,5.0952,22.0569,2.3619,1.9428,1.2571,0,0,0,0,0,0,0.4619,0,0,0
0,0,1.2571,0,0,2.8857,0.2809,0.9428,0,0,0,0,20.595,33.5425,9.2951,0,3.6809,0,0.9476,3.5381,2.1,0.8905,0,0,1.9238,0,0.1286
3.1523,0,4.7904,-0.0238,0,1.7286,13.6522,0.6095,0,0,0,0,31.4711,57.9613,5.8904,2.3952,3.9095,0,0.3714,0.4048,0,0,0.6524,0.5286,1.3952,0.6381,0
3.8523,0,0.619,0,1.6905,3.5571,3.5761,0,0,0,0,1.4809,10.0808,28.7235,2.4285,0,6.2809,0,0,0,0.5571,0,0.7571,0.7714,2.1381,0.5095,0.419
1.8905,0,0.319,1.6809,1.9047,-0.0143,5.3142,3.3762,1.7,0.4286,0,0,8.3951,13.276,0,2.0238,0,0,0,0,2.0762,0.1952,0,2.019,1.6571,0.519,0.4
1.4428,1.9809,1.0714,0,0,1.1762,0,0,0,0,0,0,0,7.2761,0.3952,0,0.7428,0,0,0.8428,0.6905,0,0,0,0,0.0429,0
0.2762,0.6333,0,0,0.5476,1.6095,0,1.9666,0,0.5429,1.1143,0,6.6333,13.6332,1.0381,0,1.5428,0,0,1.0571,0,1.4238,0,0,3.7333,3.7571,0.3667
1.1333,0,1.1333,0,0,0.2762,1.5,35.4234,0,0,0,0,0,8.0094,0.4809,0,0,0,0.6,0,0,1.4047,0,0.4,0.7857,2.4524,3.9381
0,0,0,0,0,0,7.3333,0,0,0,0,0,17.5141,12.7522,0.8286,1.5047,0.919,1.3952,0,0,0,0,0.6571,1.8857,1.3524,0,0.7428
0,0,0,1.8047,0.2952,1.2905,5.9856,1.3667,0,0,0,0,3.6238,10.5475,0,0,3.8285,0.5286,0,0,0,0,0,1.619,1.8095,0,0
3.5381,0,0,0,2.2524,0.7857,3.4381,0,0.7143,0,0,0,0,13.3665,0,0,0,0,0,1.0333,0,1.0714,0,0,0,0,0
2.4619,0,0.0333,0,0,0,2.219,0,0,0,1.5952,0,0.6333,7.3904,0,1.0524,0.4143,0,0,0.9095,0.5381,0,0,3.0428,1.0571,1.0762,0.2286
0,0,1.5571,1.3047,0.6809,0,0.0429,0,0,0,0,0,5.3095,7.9285,0,1.419,0,0,0.1238,0,0,0,0,1.3238,1.2524,0.4095,0
1.5476,1.5714,0.2667,0,1.4047,2.0524,3.3666,0,0,0,0,0,6.8142,15.6522,1.4143,1.2667,2.9714,1.9,0,0,2.9952,1.5095,0,0.7381,7.2856,0.7571,0
0,0,0.4809,0,0,2.5333,3.9666,0,0,0,0,0,2.6619,10.3523,0,0,0,1.2571,0,1.1238,0.2429,0,0,0,0,3.6666,0
0.8238,1.7095,0,1.0286,0,0,1.1905,1.1809,0.7,0.3095,0,1.1762,9.2666,9.6189,0,0,0,0,0,0.5905,0,0,0,0,1.9905,0,0.7667
0,2.7428,0,0.9762,0,0,11.2903,0,0.219,0,0,2.419,53.4804,72.4706,9.0666,3.119,7.519,0.3524,0,0,0,0,0,17.1427,20.5569,2.2143,0
1.3905,0,0,0,1.6286,0,-0.0143,0.4714,0,0,0,0.8809,5.8142,14.9379,4.7285,0.7,0,0,0,0,2.0714,0,0,0.8,2.6047,0.3857,0
0.181,0,2.9143,2.8381,0,0,3.3809,0,0,0,0,0.2476,19.6426,9.4761,0.6809,0.0429,0,1.119,-0.0095,0,0,0.3952,0,0.7286,2.1905,2.3809,0.2571
0.2238,0,0,0.7333,0,0.3762,7.0333,1.8,0.8524,0.9095,0,0,12.8522,13.1618,2.0333,0,1.1381,0,0,0,0,0.2333,0,0,0,0,0
0.7333,0.3333,1.5809,0,0,3.4857,14.4236,0,0,0,0,0,5.9618,12.8665,0,0,1.2476,0,0.0095,0,0,0,0,0,0.2524,1.1143,2.1619
0,0,0,0,0,0,1.9905,0,0.6714,0,0,0,7.8237,17.3617,2.5428,0,2.2143,0,0,0,0,0,0,0,0,0,0
3.6857,0,0,0,0.8095,3.5476,0.7857,0.019,0,0.7952,0,0,2.8238,12.5427,0,0.5762,1.6571,0,0.7619,0,0,0,1.6524,0.8286,4.8571,0,0
0,2.0857,0,2.5143,0,1.0857,2.4762,0,0,0,0.7857,0,1.7857,9.5285,0,0.6,0,0,0,0,0.1619,0,0.5,0,0,0,0
0,0.2429,0,0,0,0.4714,3.0952,1.6095,0,0.9143,1.8,0,0,18.4855,0,0,0.3905,1.1762,0.5429,0.7238,0,0,0.2476,0.3714,1.7333,0,0.5476
0.3857,0,0,0,0,0,0,0,0,0,0,0.719,38.7091,103.7607,9.8808,9.4713,10.4427,0.5095,1.5809,0,2.1952,0,1.0714,2.3381,0.4095,0.8286,1.3333
0,0,0,0,2.2333,0,0.4857,0,1.2952,0,0,0,4.3047,18.9522,0.6143,0,0.3857,0,0,0,0,0,0.5095,2.1857,5.4857,1.2476,1.0381
1.5333,0,0,0.4381,0,0,3.2857,0,0.6238,0,1.1667,0,8.3666,8.0904,0,5.4142,1.9762,0.2524,0,0,0,0,0,1.2857,0.7952,0.6619,0
0,0,0,0,0,0,11.0856,0,0,0,0.9048,0,10.8523,35.6758,1.7762,0.6667,1.2333,0.9286,0,0,1.7666,1.0571,0,0.3476,5.519,0,0
0,0.2476,0,0,0.7524,0,3.0619,0,0,0,0,0,5.6761,18.4569,0.7238,1.5952,0,1.1905,0.4619,0,0,0.5571,0,0,3.0714,3.4714,0
0,1.4619,0,0,4.0666,1.1381,6.9571,0.4333,0.1857,0,0,0,36.9996,35.3329,3.5952,0,0.8476,0,0,0,0.0571,0,0,7.4952,21.7569,1,0
0.7762,0,0.9476,0.5762,3.2857,0,0.4667,0,0,0,1.3905,0,4.519,6.1761,0,0.5333,0.3857,0,0.7286,0.5095,0,0.8857,0,3.3,3.3095,2.6857,0
1.7,0,0.5286,0.0048,-0.019,1.8666,7.0571,0.1571,0,0.6905,0,2.9,12.8379,26.1949,0.3333,7.6428,4.3142,0.3333,0,0,0,0,0,1.1286,0,2.7238,1.9809
0.1381,2.319,0.1429,0,0,0,2.6476,0,0.9619,0,0,0,13.6903,18.4379,0.8333,1.2286,1.7,0.7,1.6571,0.3952,-0.0143,0,0.2714,0,4.5476,1.0714,0.3333
0,1.8857,0,0,0,1.2619,2.4857,0,2.2762,0,0,0,7.5666,22.3093,3.4809,1.0809,0,0,0,0,0.3524,0,1.4143,0,1.3238,0,0
0,0,0,0,0.6476,0,0.8857,0,0,0.7,0,0,4.4333,8.1047,4.5999,0,1.4,0,0,0,0,1.2952,0,0,0,1.4047,0.4762
2.1285,0.7381,0,2.0952,0,0.8286,7.938,0,0.0238,0,0.6809,0,24.0854,40.9091,1.6047,0.6571,0.5,0,0,0,1.419,1.8857,1.1905,0,1.1095,7.6237,0
0.8286,0,0,0.5238,0,0,5.3142,0.1905,0,0,0.3952,0,22.8331,24.2092,0,0.2048,3.8238,0,0.3857,2.7381,0,0,2.2238,4.9428,0.8952,0.7809,0
0,0,0,3.3571,0,1.4905,4.8952,0,0.8428,0,0,0,9.0475,16.0332,2.3428,0,2.0809,0.9381,1.1571,0.4524,0,0,0,2.9238,0.8238,1.8381,0
0,1.6143,0,0,0,5.2047,0,0,0,0,0.5952,0.3524,2.8095,10.3999,0,0,0,0,0.8333,0,0,1.3238,0.6095,1.3952,2.1,0.4619,0
0,1.2095,0,0,0,1.1667,4.0285,0,0.6619,0,0,1.4428,7.8475,10.938,0.8143,0.6095,0.5238,0,0,0,0,0,1.3667,0.9333,2.9047,1.2238,0.4952
1.8047,0,0.619,-0.0143,0.5333,3.319,0,0,0,1.1762,0,0,3.819,7.5475,0,0,0,0,0.8048,0.3571,1.0048,0,0,0.0619,1.4809,0,0
0,2.2952,0,0,2.7143,0.0714,2.5428,0,0,0.9952,0,0,2.5047,7.619,1.1333,0,0,0.4857,0,0,0,0,0,0,3.1,-0.0143,0
0,0,-0.0238,0,0,0,6.0333,0,0,0,0,-0.0048,29.3663,21.1998,1.7095,2.119,1.9285,0,1.3571,0.3333,0,0,0.4762,0,0.0095,0,0
0,0,0.6286,0,0.3714,2.2285,11.0284,0,0,0,0,0,35.9901,61.4612,6.5666,2.219,0,0,0.0762,0,0,0,0.8809,0.5,5.6285,9.5142,0
0,1.8666,0,0.2714,0,0,3.2571,0,0,0,0,0,31.9282,24.7854,2.2809,1.5428,1.7286,0.9952,0,0,0,0.6143,0,1.9714,4.7476,4.4809,0.8619
0.2238,0,0.3952,0,1.6762,0,0,1.2143,0,0,1.0428,0,0.6857,7.7856,0.6428,0,0,2.6904,0,1.3333,0,0.9143,0.519,0,0,0,0
0,0,0,0,1.3286,0.8143,2.6952,0,0,0,0,0.0333,9.0618,6.6666,4.1142,0.9619,0.4,0,0,0,0,1.2619,0,0.7857,3.2809,0,2.3143
0,1.3762,0.7095,1.7095,0.5857,0.2429,0,0.3238,0,0.7762,0,0,0,9.7666,0.6238,0,0,0,2.2714,0,0,0.7095,0,2.2619,2.7047,0,0.7476
0,0.7571,0,0,0,0,0,0,0,0,0,0,2.4333,9.0285,1.8238,0.5905,0.3,0,1.0095,1.1,0,4.0714,0,0,4.0666,0.719,0.8
0,0.7714,0,6.3047,0,0,9.2332,0,0,0.2571,1.1476,0,11.5046,10.4427,0.2714,0.7381,1.0333,0,0,1.5905,0,0,0,0,0,0.7905,0
0,2.6571,0,0,0,0,3.0523,0,1.619,0,0,1.5381,11.357,10.4237,2.219,0,0,0,0,2.0333,-0.0381,0,0,0.5,4.2714,0.9095,0.3476
0,0.3333,0,0.619,0,0,4.4999,0,0.6524,0,0,1.0619,9.0142,26.1235,3.1809,1.9524,0,0,0,1.4238,0,0,0,0.2619,1.9857,0,0
0,0.6524,0,0,0,4.4476,2.3571,1.4905,0,0,0,0.7714,8.0428,23.914,2.3762,0,0,0.7714,0,0,1.4,0,0,2.9428,0,1.6333,0
0,0,0,0,0.8905,2.0381,0.6667,1.0952,0,0,0.519,0,0,6.319,1.7428,0,1.3143,0,0,1.3524,0,0,0.8857,3.4619,0.019,0,0.3952
0,1.8333,0,2.319,0,0,9.2951,0,0,0,0,0,17.7141,24.3045,0,0.7048,1.5381,0,0,0,0.4381,0,0,0.419,1.1143,0,0.0048
3.6476,0.1524,0,0,0,2.5285,9.7999,0,0,1.1286,-0.0381,0.3524,35.371,47.028,1.5905,1.2524,3.4762,0,2.0571,0.3381,0,2.9571,0,3.1523,6.2571,0.9952,0
0,0.5714,0,0.3524,0,0,8.5904,0,0,0,0,0,13.4522,13.3189,1.1619,3.6,0,0,0,0,0,0.6571,0,1.4666,0,0.0238,0
0.8238,1.9619,0.1905,0.3524,0,0,3.7666,0,0.7048,0,0,-0.0286,8.7332,21.2521,5.7047,4.3428,0,0.8905,1.3381,0.4952,0,0.7428,0,1.1047,2.8666,1.5714,0
0,0,0,2.4809,0,0.4524,0,1.9143,0.6667,0,0,0,3.1476,9.6523,0,1.1524,1.3238,0,0,0,0,0.3857,0,1.019,0,0.3476,0.0095
0,0.4952,0,0,0.6286,1.5476,9.7142,2.6381,0,0,0.8762,0,30.9425,16.3474,2.2809,0.0429,2.7523,1.3571,1.0048,0,0.5619,0,0,2.7381,0.1048,0.4857,0
0,1.1667,1.0095,0,0,0,13.2094,0,0,0,0,0.0381,27.0854,28.014,9.3666,4.2904,2.3762,0,0,0,0,1.7857,0,0.3714,0.6571,2.819,0.1667
1.0428,0.0048,0,0,0.719,0,0.9333,0,0.5143,0,1.9905,0,1.3476,7.9904,0,0,0,1.6286,0.5286,0,0,0,2.6809,0.2762,0,0,0
0.9095,0,0.4286,2.5571,1.3143,0,0,1.9095,0,0.7,0,0,0,7.938,0,0.1667,0,1.3286,0,0,0,0,0,0,1,0.8286,2.6095
0,2.5333,1.2571,0.8095,0,0,2.7047,0,0,0,0,0,4.8999,14.557,2.019,0,0,0,0,0,0.3952,0,0,2.3571,1.8286,0,2.5333
0,0,0.3238,0.3048,0,1.6524,6.4237,1.0762,0,0,0.6619,0,8.1094,17.3141,1.8333,0,1.2238,0,1.319,0,0,0,0,1.1571,4.0238,1.7762,0
0.5809,0,0,3.2476,0,1.2524,23.5378,1.0428,1.2286,0,1.0809,0,14.7427,22.295,0.5429,0.4809,2.2714,0,0,0,1.3047,0,0,0.5238,2.2047,2.1143,0
0,0,0,0,1.3714,0,1.8905,0,0.2571,1.7571,0,0,0,14.3332,1.4381,0.7571,0.719,0,0,0,0.9762,0,0,1.2381,2.0333,0.8571,0
0,0,0.8571,1.2857,0,0.9571,3.6952,0,0.2809,0,1.2571,0,3.8952,17.9046,0.9714,2.2285,1.0381,1.8047,0,1.519,1.419,0,0,-0.0286,0,0.7095,2.8619
0,0,0,0,0.2048,0,2.3047,0,0,0.3143,0,0,2.9333,10.1046,0,0,1.9428,0,0,0,1.419,1.4047,0,0.8619,2.1143,0,0
0,-0.0095,1.0381,0,3.3476,0,4.619,0,0,0.9333,0,0.0095,8.0428,7.0999,2.4095,2.3714,1.7762,0,0,0,0,0,0.8476,2.019,3.9809,0,2.2857
1.9476,0,0.4857,0.8238,3.1904,0.9714,3.9285,0,0,0.6476,0,0,12.038,15.2236,0.3762,0,0,0,0,1.1095,0,2.1619,1.2047,0,0,1.0952,0
0,1.4714,0,0,0,0.9762,0.4048,0,0,0,0,0,24.1426,29.9949,3.4476,0.2333,0,0,0,0,1.6476,0,1.3857,0.8905,2.7762,0.4238,2.1952
0,0,1.2857,1.1762,0,1.1333,0.7095,0,0.8286,0,0,0.0333,4.4619,11.0189,3.1619,2.0095,0,0,0,0,2.3381,0,0,0,0.8524,0,1.7428
0.8143,0,0,0,0,0,5.7428,0,0,0,0,0,20.0664,23.0807,5.2523,2.7666,0.7333,-0.019,0.819,0.9714,2.3143,0,0,0,3.4714,1.6381,0
0.5905,0,0,0,0,0.2619,11.938,0,0,0,0,0,27.6425,24.3188,1.4476,0,3.0523,0,0.2905,0,0,0.2714,1.3714,0,3.4428,3.5047,0
3.4666,0,0,0,0,0,3.5,0,0,0,0.8286,0,23.114,37.4329,6.919,4.3857,0.9048,0.4857,3.2904,0,2.6143,2.6714,0,4.2666,6.6523,0.3809,0.3524
1.2,0.2857,0,1.7381,0,0,4.1476,1.2952,0,0,0,0,6.7094,20.295,1.7524,0.6428,0.8762,1.0619,0.2809,0,0,0,0,0,0,1.1047,0.3619
1.7476,0,0,0,0,3.2381,28.2902,0.6428,0,0,0,0,21.2759,61.7993,5.2238,1.9095,1.4524,0,0,0.7571,0,1.6905,0.8428,0,1.419,2.7714,0
0.7571,2.8523,2.2285,0,0.619,0,0.2857,0,1.6905,0.9714,0,0,1.9952,10.6856,1.2143,0,0,2.1905,0.6095,0,0,0,0,0,0.9,2.3904,0.6571
2.6238,0,0,0,0,0.8809,0,0,0,0,0,0,0.4619,7.0285,-0.0333,2.7571,0,0,0,0,0,0,0,0,0,0,2.2809
0,1.7,1.5095,0,0,0,11.9046,0,0.6714,0,0,0,29.8759,49.7613,7.7571,2.4285,7.4523,0,2.319,0,0,0.5524,1.0048,1.3857,0.9714,9.5285,0
1.3381,1.4857,0,0.9762,1.5619,3.5666,11.9475,0,0,0,0,0,11.6999,33.6472,0.4952,3.1238,0,2.4333,1.3095,0.7905,0,0,0,0.9,1.3476,3.3381,0
1.4857,0,0,4.8952,0.3714,0.7286,2.8143,0,1.3143,0.4571,0,0.7952,4.2571,15.0094,0.4905,1.319,0,0.1381,0,0,1.4714,0.2238,0,2.0333,0.0048,1.1952,1.8381
0,0,0,2.6238,0,0.7809,0,0.181,0,1.3428,0.8524,0,2.2238,7.7285,0,0,0.4524,0,0,0,2.2952,1.7571,0,0.3857,2.2714,2.6857,0
0.8095,4.3428,0.9238,1.1333,0,0,1.7762,0,0.9809,0,0,0,11.3713,12.4618,3.9571,0.3381,2.1285,0,0,0,1.2571,0,0,0.8571,9.0094,1.7762,0
0,2.8571,0,2.1857,0,2.4666,2.8762,0,0,0,0,0,6.7618,26.0902,4.3666,2.7523,1.4857,0,1.819,0,0,0,0,0,2.3,1.1,0.4619
0.3286,0,0,0,2.1285,1.5714,10.2142,0.9952,0,1.8571,0,0,43.0328,54.9422,5.1571,0,4.438,0.4429,0,0.319,0,0,1.7286,1.7143,3.7523,4.5285,0
1.6428,0,0,0.3143,1.5762,0.9476,3.3381,0,0,1.2952,0,0,3.8238,6.8809,1.819,0.6857,0,0,0,0,0,0,0.2238,2.3857,2.0571,0,0
0.4905,1.7905,0.9762,0,0.3524,0,2.8857,0,0,1.3143,0,0,0,10.7523,0,2.4143,1.7952,0,0,0,2.1762,0,0.219,0,0,0,0
0,0.4762,1.1952,0,0,0,5.2761,0.4952,0,0,0,0.7381,36.6948,65.7993,7.9094,0.8095,0.8667,0,0.9571,0,0,0,0,0.3333,4.8285,2.8143,0
1.1714,2.1333,0,0,0,0.5952,9.6475,0,0,0,1.0952,0,6.0476,7.7618,1.4286,2.2524,7.3094,0,0,0.3333,0,0,0,0,0.8048,0.8714,0
0,0,0.6095,1.6047,0,0.2476,1.1619,0,0,0.4143,0,0.4905,5.519,8.3142,2.6524,0.6952,4.3095,0,0,0.7857,0,0,0,0,0,0,0
0,1.9714,0,0,0,1.6143,2.6333,0,0,0,0,0,0.419,9.3094,0,0.5809,0.6476,0.4809,0,0,0.8857,0,0.0905,0,0.2143,2.1428,0
0,5.638,0,0,0.9809,1.3571,12.8665,0,0,0,0,0,27.5521,73.2944,10.2713,0.6619,0,0,0,0,0,0,0.8905,1.7619,0.8524,12.4332,0
0,0,0,0,0,0,1.4047,0,0,3.8619,0,0,4.3047,6.0095,0.9381,2.319,0,0,0.3238,0,0.8333,0,0,0,0.0905,1.6524,0
0,0.2762,0,0.2952,0,0,6.4095,0,0,0,0.5238,0,16.1331,19.4093,4.7095,0,3.6333,0.7476,1.0476,0,0,0.3095,0,0.6714,0,3.3857,0.5476
0,2.7238,0,2.4381,0,1.8619,10.6475,0,1.1428,0,0,0,10.257,21.2188,0,0,1.5333,0,-0.0238,0.2381,0.9333,0,0,0.4667,1.619,0,0
4.4047,3.8142,0,0,0.2905,0.8952,7.2285,1.4762,0,0,1.9619,0,13.8951,13.7046,3.2523,3.0714,2.7095,0,0,0,1.2095,0,1.1857,3.3904,3.2428,2.3428,0
0,0,0,0.9381,0,0.8714,6.5904,0.9048,0.1429,0,0,0.3143,8.5904,13.9998,0.6809,0.5857,0.6667,0,0,0,2.719,0,1.819,1.1714,0.519,1.9666,0
1.1476,0.2714,0,0,0,1.0524,2.4904,0,0,0,0,0,5.9809,6.4285,1.5095,0.3048,1.6571,0,1.6143,0,0.7286,0.5381,1.1857,0.9571,2.4857,0.2857,0
0,0.0429,0,0.3952,0,0,0,0,0.0143,0,1.3809,0,0,9.3618,0,1.8333,0.7428,0,0.6238,0.9381,0,0,1.519,0,2.0905,0,0.2381
0,0,0,0,4.9761,0,0,1.4381,0,0,0,0,2.5,14.5808,0,0.4095,0,0,0.7571,0,0,0,1.9809,1.1095,1.1143,0,0.1619
0,0.5952,0,0.3,0.7,0,6.3571,0,0,0,0,0,7.7999,11.8094,3.4619,0,1.4857,0.4238,0,0,0,0.0048,0,0,0.8238,0.8667,0
0,1.3286,0,0,0,0.7857,4.6428,0,6.1333,0,0,0,3.4809,7.3571,0,0.8857,0,0,0,0,0.2762,0,0,0.0095,2.2524,1.2524,0
0,1.5762,0,0,0,0,5.4333,0,0,0,0,0.6714,11.2665,14.9094,0.6571,0,0,2.2095,0,0,0,1.4619,0,0.2143,1.2857,3.7,0
0,4.4238,0,2.9381,5.4761,0.5143,22.2855,0.6333,0,0,0,0,52.4375,83.4943,3.9428,3.7428,1.7333,0,1.8047,1.0333,0,1.2,0,2.5714,4.1285,12.3237,0
1.0619,0.2809,0,0,0,0.4238,2.6047,0,0,0,0.7857,0,2.0524,9.3999,0,0,1.1286,0,0.9667,0.0095,1.8857,0,0,1.2143,1.0333,0,0
1.0095,0,0,0.8952,2.5333,1.4952,0,0,0.2857,1.1238,0,0,0.4714,9.5999,0,0,0,0.2762,0,0,0,0,0,0.1333,0,0.0048,0
0,0,-0.0571,0,0.0095,0,9.6713,0,4.6476,0,-0.0143,2.3762,15.7903,9.7951,3.6095,2.4857,1.6476,0,1.2857,0,0.3905,0,0,3.4952,5.0476,1.4095,0
0,0,0,1.6762,0,3,6.4285,0,0,0.1714,0,0,29.1759,36.8186,2.5285,0.9714,1.8619,0,0,0,0.8428,0,0.5809,0,1.9476,6.7809,0.519
0,0,0.9667,0,0,1.5952,1.2095,0,0,0,0,0,4.0095,11.8618,0,1.2809,0,0,0,0,0,0,0,0,2.3238,0,0
2.5238,0,0,0.7333,0,0,3.9761,0,0.0571,1.6095,0,0,12.4999,14.5855,2.3904,0,1.2143,1.1905,0,0,0,0,0.5381,2.2619,0.9809,0,0
0,0,0,0,0,0,0,1.4952,0.8095,0,0,0,6.1666,9.0856,0,0,0,0.1286,0,0,0.7095,0,0,0,0.9095,1.0571,0
0,0,0.5143,0,0,0,0,0,1.7286,1.0952,0,0.7048,0.4809,6.0904,1.4571,1.0952,0,0,0.5333,0,0,0.419,1.0571,0,0,1.0667,0.5429
1.2905,2.3762,0,0.1048,0.8809,0.7857,14.8236,0,0,0,0,0,14.5094,50.7947,2.5,2.2047,0,0,1.0238,0,0,0,5.5095,0,0,1.2,0
0,0.4524,0,0,0,0,0,0,0,1.8524,0,0,0,6.4475,0,0.9048,0,0,0.7809,0,0,0,2.4857,0,0.8667,0,0
0.3,0,0.8571,0,3.7476,0.9571,0.6048,0.2381,0,0,0.7809,0.1,2.6381,8.7189,1.3571,0,0,0,0,0,0,1.7809,0,7.6475,5.7571,0,0.1762
0,1.6952,0,0,0,3.2381,2.7714,0,0,0,0,0,4.0142,8.6047,1.4762,0,0,0.3667,0.2333,1.7524,0,0,0,0,2.9428,1.6571,0
0,1.4666,0.3381,0,0,0,0.5571,0,0.3952,0.3762,0,1.6666,7.0142,15.0427,6.1523,0,0,0,0,0.1095,0,0,0.7667,0.8428,1.5381,2.9952,0
0,0,2.2285,0,2.8047,0,2.6571,0.4286,0,0,0,0,1.7762,6.7618,1.1857,0,0.6714,0,0,0,0,1.419,0,0,0,0.3857,0
0.4952,1.2286,0,0,0,2.2476,2.5809,0.7333,0,0,0,0,2.4428,7.0666,2.4,2.3238,0,0,0,0.7667,0,0,0,1.2095,0,0.3762,0
0,0,1.2286,1.0667,0,1.2047,0.8905,1.3,0,0,0,0,7.4285,7.9951,0,0,0,2.4285,0,0.6952,0,0,0,-0.0143,5.5714,0.8333,0
