,0
0,0.976724517068
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.988362258534
0,0.965086775601
0,0.988362258534
0,0.988362258534
0,0.941811292669
0,0.982543387801
0,0.935992421936
0,0.976724517068
0,0.976724517068
0,0.970905646334
0,0.970905646334
0,0.976724517068
0,0.959267904868
0,0.959267904868
0,0.947630163402
0,0.959267904868
0,0.953449034135
0,0.965086775601
0,0.970905646334
0,0.988362258534
0,0.92435468047
0,0.976724517068
0,0.953449034135
0,0.970905646334
0,0.965086775601
0,0.959267904868
0,0.988362258534
0,0.953449034135
0,0.965086775601
0,0.970905646334
0,0.970905646334
0,0.953449034135
0,0.982543387801
0,0.970905646334
0,0.953449034135
0,0.941811292669
0,0.959267904868
0,0.953449034135
0,0.959267904868
0,0.959267904868
0,0.988362258534
0,0.976724517068
0,0.970905646334
0,0.965086775601
0,0.947630163402
0,0.941811292669
0,0.970905646334
0,0.970905646334
0,0.953449034135
0,0.970905646334
0,0.92435468047
0,0.941811292669
0,0.947630163402
0,0.935992421936
0,0.965086775601
0,0.982543387801
0,0.953449034135
0,0.953449034135
0,0.959267904868
0,0.947630163402
0,0.947630163402
0,0.953449034135
0,0.953449034135
0,0.976724517068
0,0.965086775601
0,0.941811292669
0,0.941811292669
0,0.976724517068
0,0.982543387801
0,0.941811292669
0,0.953449034135
0,0.953449034135
0,0.959267904868
0,0.982543387801
0,0.965086775601
0,0.959267904868
0,0.970905646334
0,0.976724517068
0,0.959267904868
0,0.959267904868
0,0.959267904868
0,0.953449034135
0,0.988362258534
0,0.959267904868
0,0.970905646334
0,0.953449034135
0,0.965086775601
0,0.959267904868
0,0.947630163402
0,0.982543387801
0,0.988362258534
0,0.935992421936
0,0.970905646334
0,0.970905646334
0,0.965086775601
0,0.988362258534
0,0.959267904868
0,0.947630163402
0,0.947630163402
0,0.965086775601
0,0.970905646334
0,0.970905646334
0,0.970905646334
0,0.941811292669
0,0.970905646334
0,0.970905646334
0,0.965086775601
0,0.953449034135
0,0.976724517068
0,0.947630163402
0,0.970905646334
0,0.947630163402
0,0.988362258534
0,1.0
0,0.970905646334
0,0.970905646334
0,0.953449034135
0,0.959267904868
0,0.912716939003
0,0.953449034135
0,0.959267904868
0,0.982543387801
0,0.970905646334
0,0.976724517068
0,0.970905646334
0,0.970905646334
0,0.965086775601
0,0.965086775601
0,0.947630163402
0,0.959267904868
0,0.965086775601
0,0.930173551203
0,0.970905646334
0,0.959267904868
0,0.970905646334
0,0.970905646334
0,0.965086775601
0,0.953449034135
0,0.953449034135
0,0.941811292669
0,0.970905646334
0,0.959267904868
0,0.953449034135
0,0.965086775601
0,0.953449034135
0,0.965086775601
0,0.953449034135
0,0.965086775601
0,0.959267904868
0,0.959267904868
0,0.982543387801
0,0.988362258534
0,0.947630163402
0,0.976724517068
0,0.976724517068
0,0.953449034135
0,0.947630163402
0,0.982543387801
0,0.965086775601
0,0.959267904868
0,1.0
0,0.947630163402
0,0.970905646334
0,0.930173551203
0,0.959267904868
0,0.982543387801
0,0.976724517068
0,0.965086775601
0,0.970905646334
0,0.941811292669
0,0.970905646334
0,0.982543387801
0,0.941811292669
0,0.959267904868
0,0.970905646334
0,0.970905646334
0,0.959267904868
0,0.976724517068
0,0.976724517068
0,0.959267904868
0,0.965086775601
0,0.953449034135
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.982543387801
0,0.935992421936
0,0.970905646334
0,0.965086775601
0,0.976724517068
0,0.947630163402
0,0.959267904868
0,0.947630163402
0,0.947630163402
0,0.965086775601
0,0.965086775601
0,0.959267904868
0,0.976724517068
0,0.947630163402
0,0.953449034135
0,0.959267904868
0,0.935992421936
0,0.988362258534
0,0.970905646334
0,0.90689806827
0,0.959267904868
0,0.935992421936
0,0.976724517068
0,0.941811292669
0,0.947630163402
0,0.988362258534
0,0.959267904868
0,0.935992421936
0,0.965086775601
0,0.959267904868
0,0.988362258534
0,0.935992421936
0,0.953449034135
0,0.976724517068
0,0.959267904868
0,0.947630163402
0,0.965086775601
0,0.976724517068
0,0.970905646334
0,0.976724517068
0,0.970905646334
0,0.970905646334
0,0.947630163402
0,0.941811292669
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.959267904868
0,0.953449034135
0,0.970905646334
0,0.976724517068
0,0.941811292669
0,0.953449034135
0,0.959267904868
0,0.959267904868
0,0.976724517068
0,0.953449034135
0,0.970905646334
0,0.982543387801
0,0.976724517068
0,0.965086775601
0,0.935992421936
0,0.953449034135
0,0.976724517068
0,0.959267904868
0,0.965086775601
0,0.959267904868
0,0.970905646334
0,0.976724517068
0,0.988362258534
0,0.965086775601
0,0.970905646334
0,0.935992421936
0,0.930173551203
0,0.953449034135
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.965086775601
0,0.959267904868
0,0.965086775601
0,0.970905646334
0,0.953449034135
0,0.947630163402
0,0.970905646334
0,0.976724517068
0,0.959267904868
0,0.976724517068
0,0.953449034135
0,0.965086775601
0,0.970905646334
0,0.947630163402
0,0.982543387801
0,0.976724517068
0,0.976724517068
0,0.970905646334
0,0.970905646334
0,0.970905646334
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.935992421936
0,0.959267904868
0,0.976724517068
0,0.947630163402
0,0.982543387801
0,0.982543387801
0,0.970905646334
0,0.970905646334
0,0.982543387801
0,0.970905646334
0,0.970905646334
0,0.947630163402
0,0.965086775601
0,1.0
0,0.988362258534
0,0.959267904868
0,0.965086775601
0,0.953449034135
0,0.947630163402
0,0.982543387801
0,0.965086775601
0,0.976724517068
0,0.976724517068
0,0.988362258534
0,0.965086775601
0,0.965086775601
0,0.970905646334
0,0.970905646334
0,0.953449034135
0,0.959267904868
0,0.965086775601
0,0.982543387801
0,0.982543387801
0,0.959267904868
0,0.947630163402
0,0.959267904868
0,0.965086775601
0,0.941811292669
0,0.970905646334
0,0.947630163402
0,0.959267904868
0,0.965086775601
0,0.982543387801
0,0.982543387801
0,0.953449034135
0,0.953449034135
0,0.970905646334
0,0.959267904868
0,0.976724517068
0,0.988362258534
0,0.959267904868
0,0.947630163402
0,0.976724517068
0,0.970905646334
0,0.976724517068
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.970905646334
0,0.953449034135
0,0.959267904868
0,0.965086775601
0,0.959267904868
0,0.965086775601
0,0.976724517068
0,0.970905646334
0,0.970905646334
0,0.947630163402
0,0.970905646334
0,0.947630163402
0,0.970905646334
0,0.982543387801
0,0.970905646334
0,0.970905646334
0,0.941811292669
0,0.959267904868
0,0.959267904868
0,0.988362258534
0,0.970905646334
0,0.976724517068
0,0.953449034135
0,0.947630163402
0,0.959267904868
0,0.982543387801
0,0.982543387801
0,0.947630163402
0,0.970905646334
0,0.959267904868
0,0.970905646334
0,0.982543387801
0,0.959267904868
0,0.959267904868
0,0.953449034135
0,0.959267904868
0,0.953449034135
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.970905646334
0,0.953449034135
0,0.947630163402
0,0.959267904868
0,0.959267904868
0,0.959267904868
0,0.976724517068
0,0.970905646334
0,0.941811292669
0,0.953449034135
0,0.959267904868
0,0.947630163402
0,0.953449034135
0,0.965086775601
0,0.947630163402
0,0.976724517068
0,0.965086775601
0,0.982543387801
0,0.970905646334
0,0.988362258534
0,0.965086775601
0,0.953449034135
0,0.959267904868
0,0.953449034135
0,0.959267904868
0,0.965086775601
0,0.959267904868
0,0.947630163402
0,0.970905646334
0,0.982543387801
0,0.947630163402
0,0.953449034135
0,0.965086775601
0,0.959267904868
0,0.959267904868
0,0.959267904868
0,0.953449034135
0,0.953449034135
0,0.970905646334
0,0.953449034135
0,0.953449034135
0,0.959267904868
0,0.959267904868
0,0.976724517068
0,0.965086775601
0,0.941811292669
0,0.965086775601
0,0.976724517068
0,0.982543387801
0,0.970905646334
0,0.935992421936
0,0.930173551203
0,0.930173551203
0,0.947630163402
0,0.970905646334
0,0.965086775601
0,0.976724517068
0,0.953449034135
0,0.976724517068
0,0.970905646334
0,0.976724517068
0,0.976724517068
0,0.988362258534
0,0.965086775601
0,0.965086775601
0,0.947630163402
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.947630163402
0,0.976724517068
0,0.959267904868
0,0.970905646334
0,0.92435468047
0,0.941811292669
0,0.976724517068
0,0.965086775601
0,0.935992421936
0,0.947630163402
0,0.935992421936
0,0.930173551203
0,0.959267904868
0,0.953449034135
0,0.959267904868
0,0.953449034135
0,0.965086775601
0,0.982543387801
0,0.970905646334
0,0.959267904868
0,0.988362258534
0,0.953449034135
0,0.965086775601
0,0.988362258534
0,0.965086775601
0,0.941811292669
0,0.970905646334
0,0.953449034135
0,0.970905646334
0,0.970905646334
0,0.976724517068
0,0.970905646334
0,0.959267904868
0,0.965086775601
0,0.953449034135
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.959267904868
0,0.965086775601
0,0.988362258534
0,0.947630163402
0,0.970905646334
0,0.965086775601
0,0.947630163402
0,0.959267904868
0,0.970905646334
0,0.959267904868
0,0.941811292669
0,0.959267904868
0,0.970905646334
0,0.988362258534
0,0.976724517068
0,0.976724517068
0,0.941811292669
0,0.959267904868
0,0.935992421936
0,0.976724517068
0,0.935992421936
0,0.976724517068
0,0.970905646334
0,0.965086775601
0,0.930173551203
0,0.965086775601
0,0.935992421936
0,0.970905646334
0,0.970905646334
0,0.970905646334
0,0.947630163402
0,0.976724517068
0,0.970905646334
0,0.970905646334
0,0.982543387801
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.947630163402
0,0.953449034135
0,0.988362258534
0,0.965086775601
0,0.947630163402
0,0.965086775601
0,0.947630163402
0,0.947630163402
0,0.930173551203
0,0.970905646334
0,0.930173551203
0,0.959267904868
0,0.947630163402
0,0.965086775601
0,0.988362258534
0,0.965086775601
0,0.941811292669
0,0.970905646334
0,0.965086775601
0,0.965086775601
0,0.947630163402
0,0.965086775601
0,0.965086775601
0,0.930173551203
0,0.970905646334
0,0.976724517068
0,0.976724517068
0,0.970905646334
0,0.982543387801
0,0.947630163402
0,0.982543387801
0,0.970905646334
0,0.953449034135
0,0.959267904868
0,0.959267904868
0,0.959267904868
0,0.965086775601
0,0.965086775601
0,0.953449034135
0,0.953449034135
0,0.970905646334
0,0.947630163402
0,0.965086775601
0,0.970905646334
0,0.953449034135
0,0.965086775601
0,0.970905646334
0,0.941811292669
0,0.959267904868
0,0.970905646334
0,0.982543387801
0,0.970905646334
0,0.970905646334
0,0.959267904868
0,0.965086775601
0,0.953449034135
0,0.965086775601
0,0.941811292669
0,0.970905646334
0,0.965086775601
0,0.959267904868
0,0.982543387801
0,0.953449034135
0,0.988362258534
0,0.953449034135
0,0.965086775601
0,0.976724517068
0,0.947630163402
0,0.970905646334
0,0.959267904868
0,0.953449034135
0,0.959267904868
0,0.976724517068
0,0.953449034135
0,0.982543387801
0,0.976724517068
0,0.965086775601
0,0.982543387801
0,0.959267904868
0,0.982543387801
0,0.965086775601
0,0.959267904868
0,0.970905646334
0,0.965086775601
0,0.953449034135
0,0.970905646334
0,0.959267904868
0,0.976724517068
0,0.965086775601
0,0.965086775601
0,0.953449034135
0,0.970905646334
0,0.976724517068
0,0.970905646334
0,0.953449034135
0,0.959267904868
0,0.965086775601
0,0.959267904868
0,0.953449034135
0,0.965086775601
0,0.976724517068
0,0.970905646334
0,0.994181129267
0,0.965086775601
0,0.965086775601
0,0.959267904868
0,0.935992421936
0,0.959267904868
0,0.953449034135
0,0.976724517068
0,0.982543387801
0,0.965086775601
0,0.959267904868
0,0.959267904868
0,0.965086775601
0,0.970905646334
0,0.959267904868
0,0.953449034135
0,0.982543387801
0,0.970905646334
0,0.953449034135
0,0.976724517068
0,0.982543387801
0,0.947630163402
0,0.970905646334
0,0.941811292669
0,0.970905646334
0,0.976724517068
0,0.976724517068
0,0.959267904868
0,0.976724517068
0,0.970905646334
0,0.965086775601
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.965086775601
0,0.965086775601
0,0.988362258534
0,0.965086775601
0,0.970905646334
0,0.965086775601
0,0.970905646334
0,0.970905646334
0,0.941811292669
0,0.982543387801
0,0.953449034135
0,0.970905646334
0,0.970905646334
0,0.976724517068
0,0.988362258534
0,0.959267904868
0,0.953449034135
0,0.953449034135
0,0.959267904868
0,0.970905646334
0,0.947630163402
0,0.982543387801
0,0.953449034135
0,0.965086775601
0,0.970905646334
0,0.953449034135
0,0.976724517068
0,0.959267904868
0,0.965086775601
0,0.941811292669
0,0.953449034135
0,0.959267904868
0,0.947630163402
0,0.965086775601
0,0.970905646334
0,0.988362258534
0,0.959267904868
0,0.947630163402
0,0.959267904868
0,0.976724517068
0,0.970905646334
0,0.953449034135
0,0.965086775601
0,0.965086775601
0,0.935992421936
0,0.959267904868
0,0.953449034135
0,0.982543387801
0,0.976724517068
0,0.976724517068
0,0.976724517068
0,0.953449034135
0,0.982543387801
0,0.953449034135
0,0.965086775601
0,0.988362258534
0,0.953449034135
0,0.976724517068
0,0.976724517068
0,0.976724517068
0,0.970905646334
0,0.970905646334
0,0.953449034135
0,0.982543387801
0,0.965086775601
0,0.965086775601
0,0.970905646334
0,0.959267904868
0,0.953449034135
0,0.959267904868
0,0.970905646334
0,0.959267904868
0,0.965086775601
0,0.959267904868
0,0.982543387801
0,0.947630163402
0,0.953449034135
0,0.988362258534
0,0.970905646334
0,0.953449034135
0,0.976724517068
0,0.965086775601
0,0.959267904868
0,0.959267904868
0,0.959267904868
0,0.953449034135
0,0.953449034135
0,0.947630163402
0,0.959267904868
0,0.982543387801
0,0.92435468047
0,0.965086775601
0,0.953449034135
0,0.959267904868
0,0.988362258534
0,0.988362258534
0,0.970905646334
0,0.982543387801
0,0.982543387801
0,0.982543387801
0,0.976724517068
0,0.953449034135
0,0.970905646334
0,0.953449034135
0,0.970905646334
